
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
199	SDSS J130023.47+280301.9	195.09779 	  28.05053 	G	  7076	 0.023603 	    	20.95	  8.899	8	0	1	2	2	0	0
200	IC 4033	195.11830 	  27.97241 	G	  7713	 0.025728 	    	16.21	  8.929	56	0	39	6	7	7	1
201	IC 4030	195.11654 	  27.95598 	G	  6984	 0.023296 	    	16.42	  8.942	73	0	27	10	10	3	0
202	SDSS J125914.62+275344.1	194.81092 	  27.89560 	G	  6450	 0.021515 	    	18.2g	  8.944	27	0	26	2	3	4	0
203	SDSS J130012.32+280557.9	195.05135 	  28.09942 	G	  7765	 0.025900 	    	19.8r	  8.952	5	0	15	1	1	4	0
204	SDSS J130020.39+280413.9	195.08497 	  28.07055 	G	  6685	 0.022300 	    	20.0g	  8.979	12	0	17	3	1	4	0
205	2MASX J12595511+2807422	194.97955 	  28.12836 	G	  7577	 0.025274 	    	16.4b	  9.038	83	2	35	5	10	7	0
206	SDSS J125951.54+274946.3	194.96478 	  27.82955 	G	  7974	 0.026600 	    	19.8g	  9.061	5	0	17	1	0	4	1
207	SDSS J125915.81+275309.7	194.81590 	  27.88604 	G	  6516	 0.021735 	    	19.6g	  9.073	7	0	24	2	0	4	0
208	COMAi J130029.715+275806.73	195.12379 	  27.96855 	G	  5220	 0.017412 	    	20.82	  9.235	4	0	1	0	1	0	1
209	SDSS J130029.38+275719.4	195.12242 	  27.95540 	G	  7017	 0.023406 	    	23.1g	  9.256	4	0	8	1	1	4	0
210	2MASX J12590943+2802279	194.78942 	  28.04092 	G	  7232	 0.024123 	    	17.15	  9.258	41	0	22	6	4	2	0
211	IC 3955	194.77511 	  27.99670 	G	  7678	 0.025611 	    	15.1g	  9.320	96	3	54	7	14	7	0
212	SDSS J130020.27+280453.2	195.08450 	  28.08145 	G	  8128	 0.027112 	    	21.3g	  9.370	7	0	16	2	1	4	0
213	SDSS J125942.52+280807.9	194.92720 	  28.13554 	G	  9174	 0.030600 	    	19.5g	  9.410	5	0	18	2	0	4	0
214	COMAi J130030.879+275827.64	195.12872 	  27.97443 	G	  6315	 0.021065 	    	23.4R	  9.476	5	0	3	0	1	0	0
215	CGCG 160-223	194.80800 	  28.07625 	G	  7822	 0.026091 	    	15.1g	  9.482	74	1	45	7	10	8	0
216	2MASX J12593697+2749327	194.90404 	  27.82581 	G	  6231	 0.020784 	    	17.0g	  9.567	36	0	44	6	3	6	0
217	COMAi J130029.807+280136.36	195.12428 	  28.02688 	G	  6896	 0.023003 	    	22.3R	  9.652	3	0	3	0	1	0	0
218	SDSS J130030.06+280134.8	195.12527 	  28.02635 	G	  6588	 0.021975 	    	20.6r	  9.692	7	0	16	1	1	4	0
219	2MASS J13001857+2805503	195.07729 	  28.09717 	G	  7825	 0.026102 	    	17.7g	  9.740	27	0	7	6	5	0	0
220	SDSS J125904.15+275732.7	194.76732 	  27.95914 	G	  6895	 0.023000 	    	16.8g	  9.761	5	0	15	1	1	3	1
221	SDSS J130032.48+275833.2	195.13535 	  27.97592 	G	  8435	 0.028136 	    	19.8g	  9.824	8	0	16	3	2	4	0
222	GIN 766	194.76604 	  27.95906 	G	  6978	 0.023276 	    	17.3b	  9.829	46	0	20	4	6	2	0
223	COMAi J130032.579+275910.36	195.13577 	  27.98626 	G	  6538	 0.021808 	    	22.5R	  9.850	4	0	3	0	1	0	1
224	2MASX J12595026+2808392	194.95953 	  28.14438 	G	  6780	 0.022616 	    	17.9b	  9.876	27	0	28	3	3	6	0
225	COMAi J130032.287+280012.87	195.13458 	  28.00366 	G	  4681	 0.015614 	    	22.8R	  9.882	4	0	3	0	1	0	0
226	SDSS J125909.07+275351.1	194.78782 	  27.89756 	G	  7812	 0.026058 	    	17.7g	  9.918	24	0	31	3	2	4	0
227	SDSS J125902.92+275829.0	194.76219 	  27.97474 	G	  5481	 0.018283 	    	19.8g	  9.957	7	0	24	2	0	4	0
228	SDSS J125905.94+280228.8	194.77477 	  28.04134 	G	  8154	 0.027200 	    	20.40	  9.985	12	0	17	3	0	4	0
229	COMAi J130031.773+280121.93	195.13246 	  28.02287 	G	  8123	 0.027095 	    	23.1R	 10.003	5	0	3	0	1	0	0
230	SDSS J125940.72+280840.6	194.91970 	  28.14462 	G	  7519	 0.025081 	    	18.75	 10.006	11	0	22	3	0	4	0
231	ABELL 1656:[EF2011] 2992	194.87662 	  27.82558 	G	  8844	 0.029500 	    	18.9g	 10.049	1	0	0	0	1	0	0
232	SDSS J125930.08+274933.6	194.87533 	  27.82600 	G	  8874	 0.029600 	    	19.48	 10.052	9	0	11	1	0	0	0
233	SDSS J125902.43+280021.3	194.76015 	  28.00594 	G	  7974	 0.026600 	    	20.38	 10.178	13	0	26	3	1	4	0
234	SDSS J130034.32+275817.6	195.14301 	  27.97157 	G	  7817	 0.026075 	    	20.6r	 10.240	6	0	16	1	1	4	0
235	2MASX J12590459+2754389	194.76933 	  27.91098 	G	  6432	 0.021455 	    	16.1g	 10.433	56	0	40	4	9	6	0
236	2MASX J12590475+2803019	194.76990 	  28.05039 	G	  5071	 0.016915 	    	17.3g	 10.433	39	0	40	7	6	6	0
237	SDSS J130030.94+280312.8	195.12892 	  28.05356 	G	  7395	 0.024667 	    	21.3g	 10.454	5	0	16	1	1	4	0
238	2MASS J13003442+2756047	195.14342 	  27.93469 	G	  8356	 0.027873 	    	18.50	 10.605	24	0	16	7	3	0	2
239	GIN 767	194.75030 	  27.96748 	G	  8329	 0.027783 	    	16.5g	 10.609	68	0	47	6	11	7	0
240	COMAi J130036.414+275824.55	195.15176 	  27.97358 	G	  6436	 0.021468 	    	22.7R	 10.698	4	0	3	0	1	0	1
241	SDSS J130035.42+275633.9	195.14758 	  27.94278 	G	  6958	 0.023210 	    	18.0g	 10.707	31	0	18	6	5	0	0
242	SDSS J125859.50+275936.0	194.74794 	  27.99334 	G	  6184	 0.020628 	    	19.58	 10.735	8	0	24	2	0	4	0
243	IC 3960A	194.79017 	  27.86740 	G	  6916	 0.023069 	    	17.1g	 10.837	37	1	35	3	3	7	0
244	2MASX J13002014+2750365	195.08404 	  27.84350 	G	  7883	 0.026295 	    	17.5g	 10.844	25	0	31	4	4	2	0
245	ABELL 1656:[BDG95] +0430-0555 	195.07375 	  28.12472 	G	  6593	 0.021992 	    	     	 10.878	2	0	0	0	1	0	0
246	SDSS J125935.95+274814.9	194.89982 	  27.80416 	G	  6326	 0.021100 	    	19.09	 10.881	10	0	28	3	0	4	0
247	COMAi J130037.179+275807.37	195.15495 	  27.96881 	G	  6819	 0.022746 	    	23.7R	 10.881	3	0	3	0	1	0	1
248	SDSS J130019.70+280717.4	195.08210 	  28.12152 	G	  6659	 0.022212 	    	19.00	 11.002	8	0	22	3	1	4	0
249	SDSS J130037.83+275840.9	195.15764 	  27.97804 	G	  4845	 0.016161 	    	22.6g	 11.003	6	0	9	1	2	4	1
250	CGCG 160-240	195.02292 	  27.80761 	G	  6593	 0.021992 	    	15.5g	 11.042	62	0	37	5	9	6	1
251	SDSS J125859.47+275604.2	194.74782 	  27.93453 	G	  5766	 0.019233 	    	17.5g	 11.057	35	0	37	4	2	4	0
252	2MASX J13000425+2809182	195.01771 	  28.15511 	G	  6693	 0.022325 	    	17.9g	 11.101	23	0	13	4	5	2	0
253	SDSS J130036.58+275552.2	195.15244 	  27.93118 	G	  5906	 0.019700 	    	19.5g	 11.122	16	0	26	5	2	4	1
254	2MASX J12595489+2747453	194.97858 	  27.79600 	G	  8251	 0.027522 	    	17.0g	 11.144	37	0	22	4	6	2	0
255	SDSS J125929.27+274824.8	194.87196 	  27.80689 	G	  6710	 0.022382 	    	19.19	 11.181	10	0	11	2	1	0	0
256	SDSS J125857.78+275720.4	194.74076 	  27.95569 	G	  5906	 0.019700 	    	20.66	 11.184	7	0	17	2	0	4	0
257	SDSS J130004.22+280924.2	195.01758 	  28.15672 	G	  7165	 0.023900 	    	20.06	 11.191	8	0	2	2	1	0	0
258	SDSS J125949.43+280959.6	194.95600 	  28.16657 	G	  6266	 0.020900 	    	20.22	 11.199	6	0	17	2	0	4	0
259	SDSS J130035.99+275505.4	195.14998 	  27.91819 	G	  6946	 0.023169 	    	21.3g	 11.229	6	0	16	2	2	4	0
260	COMAi J130036.125+280228.36	195.15057 	  28.04134 	G	  6544	 0.021828 	    	23.5R	 11.244	3	0	3	0	1	0	0
261	SDSS J130039.32+275748.4	195.16385 	  27.96346 	G	  6599	 0.022012 	    	21.7g	 11.376	2	0	16	1	1	4	1
262	2MASX J13003877+2800516	195.16151 	  28.01453 	G	  7537	 0.025141 	    	15.80	 11.395	65	0	39	5	8	6	0
263	2MASX J12593746+2809577	194.90619 	  28.16614 	G	  5729	 0.019110 	    	17.1g	 11.406	34	1	26	2	6	6	1
264	SDSS J130039.10+280035.5	195.16293 	  28.00986 	G	  5932	 0.019787 	    	19.2g	 11.422	13	0	28	4	2	4	0
265	COMAi J130036.560+280255.67	195.15222 	  28.04893 	G	  7506	 0.025037 	    	21.0R	 11.482	4	0	1	0	1	0	2
266	COMAi J130039.963+275948.58	195.16649 	  27.99672 	G	  6641	 0.022152 	    	21.5R	 11.514	3	0	1	0	1	0	1
267	IC 3960	194.78317 	  27.85500 	G	  6622	 0.022089 	    	15.4g	 11.597	102	1	62	9	15	10	1
268	SDSS J130037.30+275441.0	195.15545 	  27.91142 	G	  6086	 0.020300 	    	20.2g	 11.641	14	0	17	5	2	4	0
269	GIN 768	194.73023 	  27.96470 	G	  5701	 0.019016 	    	16.2g	 11.682	84	0	37	5	14	6	0
270	IC 4041	195.17021 	  27.99661 	G	  7112	 0.023723 	    	15.4g	 11.710	112	2	56	12	17	11	0
271	2MASX J13000871+2809352	195.03636 	  28.15986 	G	  7447	 0.024840 	    	16.4g	 11.720	30	0	28	4	3	6	0
272	SDSS J125944.13+281034.6	194.93394 	  28.17632 	G	  8212	 0.027392 	    	18.54	 11.810	16	0	19	3	1	4	0
273	SDSS J130039.75+275526.1	195.16566 	  27.92395 	PofG	  7503	 0.025028 	    	14.9g	 11.914	7	0	15	1	3	4	1
274	NGC 4906	195.16570 	  27.92390 	G	  7521	 0.025087 	    	14.9g	 11.917	136	2	48	12	16	3	1
275	GIN 760	194.87770 	  27.79142 	G	  7825	 0.026101 	    	16.5g	 11.947	64	1	37	4	9	6	0
276	IC 4040	195.15804 	  28.05736 	G	  7840	 0.026151 	    	15.36	 11.957	161	5	91	12	14	11	0
277	2MASX J13001857+2748555	195.07738 	  27.81554 	G	  5360	 0.017879 	    	16.52	 11.958	27	0	50	4	1	6	0
278	SDSS J130037.86+280329.1	195.15805 	  28.05831 	G	  7632	 0.025458 	    	14.9R	 11.980	10	0	0	1	1	0	0
279	SDSS J125940.16+281045.6	194.91692 	  28.17939 	G	  5437	 0.018136 	    	18.0g	 12.091	12	0	17	2	1	4	1
280	IC 4042	195.17821 	  27.97139 	G	  6392	 0.021321 	    	14.9g	 12.104	117	2	69	10	10	7	0
281	SDSS J130042.83+275747.1	195.17848 	  27.96311 	G	  8428	 0.028114 	    	15.6g	 12.150	4	0	15	2	1	4	1
282	IC 4042A	195.17850 	  27.96311 	G	  8366	 0.027906 	    	15.7g	 12.151	86	0	25	7	12	3	1
283	2MASS J13003091+2806300	195.12898 	  28.10840 	G	  5203	 0.017355 	    	18.1g	 12.214	26	0	24	5	2	4	0
284	SDSS J125901.89+275154.4	194.75788 	  27.86511 	G	  7555	 0.025200 	    	20.35	 12.299	9	0	11	1	0	0	0
285	COMAi J130043.724+275920.89	195.18221 	  27.98921 	G	  4840	 0.016144 	    	21.0R	 12.316	5	0	1	0	1	0	0
286	NGC 4895A	195.03798 	  28.17040 	G	  6781	 0.022619 	    	15.7g	 12.337	102	4	36	9	15	6	1
287	2MASS J13004119+2802424	195.17164 	  28.04512 	G	  8826	 0.029440 	    	18.63	 12.374	26	0	31	5	2	4	0
288	2MASX J12593780+2746367	194.90762 	  27.77684 	G	  6786	 0.022636 	    	16.52	 12.395	28	0	42	3	2	6	0
289	SDSS J130039.35+280411.0	195.16399 	  28.06973 	G	  6652	 0.022189 	    	21.6g	 12.547	4	0	16	1	1	4	1
290	2MASX J12592732+2747058	194.86377 	  27.78505 	G	  6618	 0.022075 	    	17.16	 12.559	26	0	40	3	1	6	1
291	SDSS J125850.76+275944.1	194.71156 	  27.99559 	G	  6715	 0.022399 	    	18.66	 12.668	11	0	16	3	1	0	0
292	SDSS J125850.76+275943.9	194.71151 	  27.99555 	G	  6711	 0.022384 	    	18.0g	 12.670	3	0	15	1	0	4	0
293	[ALB2009] 22156	194.78900 	  27.82380 	G	  5066	 0.016900 	    	24.4B	 12.677	1	0	3	0	0	0	0
294	SDSS J125850.81+280025.1	194.71176 	  28.00700 	G	  7471	 0.024920 	    	18.3g	 12.726	20	0	33	3	3	4	0
295	SDSS J130044.10+280215.4	195.18377 	  28.03762 	G	  8889	 0.029650 	    	19.84	 12.857	9	0	16	3	2	4	0
296	SDSS J125855.50+275314.7	194.73125 	  27.88742 	G	  7945	 0.026500 	    	19.96	 12.858	8	0	17	2	0	4	0
297	COMAi J130044.711+280144.75	195.18634 	  28.02922 	G	  6843	 0.022826 	    	23.0R	 12.864	4	0	3	0	1	0	0
298	SDSS J130042.51+280325.4	195.17716 	  28.05707 	G	  5817	 0.019403 	    	19.8g	 12.890	10	0	25	3	2	4	0
299	SDSS J130042.86+280313.8	195.17861 	  28.05384 	G	  6775	 0.022600 	    	19.2g	 12.894	13	0	26	3	1	4	0
300	2MASX J13000626+2746332	195.02620 	  27.77580 	G	  6218	 0.020741 	    	15.32	 12.901	49	0	25	5	5	2	0
301	COMAi J130046.526+275950.77	195.19386 	  27.99744 	GGroup	  6363	 0.021225 	    	21.65	 12.963	2	0	0	0	0	0	3
302	NGC 4860	194.76625 	  28.12370 	G	  7980	 0.026618 	    	14.2g	 13.000	157	2	101	11	19	11	0
303	NGC 4858	194.75850 	  28.11575 	G	  9436	 0.031475 	    	15.6g	 13.007	128	3	63	12	15	10	0
304	SDSS J125944.92+274548.4	194.93719 	  27.76347 	G	  8094	 0.027000 	    	19.89	 13.010	8	0	17	2	0	4	0
305	MAPS-NGP O_323_0982454	195.05167 	  27.78167 	G	  6992	 0.023323 	    	16.33	 13.065	29	0	13	3	2	0	1
306	SDSS J130012.62+274654.4	195.05260 	  27.78183 	G	  7015	 0.023401 	    	16.2g	 13.076	7	0	18	2	1	4	1
307	SDSS J130012.62+274654.6	195.05258 	  27.78183 	G	  7016	 0.023402 	    	16.4g	 13.076	1	0	0	0	2	0	2
308	SDSS J130047.53+275829.9	195.19805 	  27.97499 	G	  5820	 0.019413 	    	20.9r	 13.147	6	0	16	1	1	4	1
309	SDSS J130008.05+274623.9	195.03357 	  27.77332 	G	  8664	 0.028900 	    	17.2g	 13.169	27	0	28	3	2	4	0
310	2MASX J12592581+2811128	194.85758 	  28.18699 	G	  7718	 0.025744 	    	17.1g	 13.348	27	0	28	3	2	6	0
311	SDSS J125848.14+280107.3	194.70063 	  28.01872 	G	  7075	 0.023600 	    	18.60	 13.414	20	0	18	3	1	0	0
312	SDSS J130017.54+274703.8	195.07314 	  27.78443 	G	  7015	 0.023400 	    	17.7g	 13.429	20	0	33	3	1	4	0
313	ABELL 1656:[EF2011] 3463	195.19659 	  27.92368 	G	  8571	 0.028590 	    	16.0g	 13.499	1	0	0	0	0	0	0
314	IC 4044	195.19752 	  27.92218 	G	  8571	 0.028590 	    	16.1g	 13.570	49	0	45	7	9	6	0
315	COMAi J130048.776+280111.20	195.20342 	  28.01977 	G	  7339	 0.024480 	    	22.4R	 13.636	4	0	3	0	1	0	2
316	COMAi J130045.913+280335.50	195.19138 	  28.05986 	G	  7919	 0.026415 	    	20.9R	 13.653	5	0	1	0	1	0	0
317	2MASX J13003334+2749266	195.13901 	  27.82427 	G	  8184	 0.027299 	    	16.43	 13.702	33	0	45	6	1	6	0
318	SDSS J130050.29+280037.3	195.20954 	  28.01039 	G	  4563	 0.015221 	    	21.7g	 13.871	5	0	18	1	1	3	0
319	SDSS J125909.90+280952.1	194.79125 	  28.16447 	G	  8574	 0.028600 	    	18.88	 13.898	14	0	9	2	0	0	0
320	SDSS J125946.27+274446.5	194.94283 	  27.74628 	G	  9755	 0.032539 	    	17.7g	 14.028	21	0	21	5	4	0	0
321	2MASX J12585077+2805019	194.71152 	  28.08402 	G	  6103	 0.020357 	    	16.1g	 14.088	52	1	40	5	12	7	0
322	2MASX J12595617+2744473	194.98380 	  27.74633 	G	  8883	 0.029630 	    	16.7g	 14.134	30	0	41	4	1	6	0
323	SDSS J125944.09+274434.9	194.93374 	  27.74304 	G	  7435	 0.024800 	    	20.39	 14.244	8	0	17	2	0	4	0
324	SDSS J130051.83+280101.0	195.21600 	  28.01695 	G	  8489	 0.028316 	    	23.9g	 14.265	2	0	6	1	1	4	0
325	SDSS J125916.39+274618.2	194.81829 	  27.77175 	G	  6296	 0.021000 	    	18.27	 14.315	9	0	31	2	1	4	0
326	GALEXASC J130033.08+280906.7  	195.13771 	  28.15222 	G	  6712	 0.022390 	PHOT	20.1r	 14.337	3	0	6	1	1	0	1
327	2MASX J12592021+2811528	194.83418 	  28.19792 	G	  9439	 0.031485 	    	16.3g	 14.441	33	0	30	5	2	6	0
328	2MASX J13004459+2806026	195.18598 	  28.10063 	G	  6616	 0.022069 	    	16.69	 14.442	62	0	29	7	9	7	0
329	IC 3949	194.73337 	  27.83336 	G	  7571	 0.025254 	    	14.7g	 14.469	143	8	88	13	15	10	2
330	CGCG 160-251	195.14822 	  28.14613 	G	  5461	 0.018216 	    	16.1b	 14.474	61	0	39	6	9	6	0
331	IC 3963	194.80624 	  27.77460 	G	  6849	 0.022846 	    	15.3g	 14.492	88	1	53	8	9	10	0
332	2MASS J13005112+2802499	195.21314 	  28.04713 	G	  6459	 0.021545 	    	16.6g	 14.509	15	0	24	3	2	4	0
333	SDSS J125842.30+275819.7	194.67625 	  27.97216 	G	  6326	 0.021100 	    	19.81	 14.513	7	0	17	2	0	4	0
334	IC 4051	195.21483 	  28.04281 	G	  8793	 0.029330 	    	14.6g	 14.526	146	4	110	13	18	10	1
335	SDSS J130053.76+275805.7	195.22400 	  27.96825 	G	  5837	 0.019470 	    	18.78	 14.536	8	0	2	2	0	0	0
336	SDSS J130042.56+280658.6	195.17735 	  28.11630 	G	  6206	 0.020700 	    	17.8g	 14.554	11	0	19	3	0	4	0
337	SDSS J125944.94+274413.9	194.93728 	  27.73722 	G	  5959	 0.019877 	    	17.6g	 14.582	15	0	28	2	1	4	0
338	SDSS J125915.36+274605.2	194.81405 	  27.76808 	G	  6315	 0.021065 	    	19.99	 14.618	9	1	27	1	0	4	0
339	ABELL 1656:[EF2011] 2716	194.81370 	  27.76779 	G	  6326	 0.021100 	    	21.2g	 14.642	1	0	0	0	1	0	0
340	ABELL 1656:[EF2011] 7165	194.93620 	  27.73623 	G	  5966	 0.019900 	    	     	 14.644	1	0	0	0	1	0	0
341	IC 3959	194.78417 	  27.78413 	G	  7088	 0.023643 	    	14.8g	 14.679	143	1	59	9	17	10	0
342	SDSS J125950.06+274407.3	194.95861 	  27.73537 	G	  7675	 0.025600 	    	18.9g	 14.685	7	0	17	2	0	4	0
343	SDSS J125844.15+280256.2	194.68396 	  28.04897 	G	  8868	 0.029581 	    	18.2g	 14.687	14	0	9	2	2	0	0
344	NGC 4908	195.22692 	  28.00764 	G	  4994	 0.016658 	    	14.1g	 14.764	202	5	64	12	18	12	1
345	COMAi J130051.032+280347.56	195.21275 	  28.06322 	G	  6678	 0.022275 	    	21.9R	 14.786	5	0	1	0	1	0	0
346	2MASX J12585660+2749189	194.73587 	  27.82199 	G	  8535	 0.028470 	    	17.4g	 14.792	29	0	45	4	6	6	0
347	SDSS J130047.67+280533.9	195.19863 	  28.09277 	G	  6775	 0.022600 	    	18.6r	 14.804	6	0	17	1	0	4	0
348	NGC 4895	195.07471 	  28.20231 	G	  8492	 0.028326 	    	14.0g	 14.882	128	3	61	11	15	12	0
349	2MASX J12585341+2807339	194.72267 	  28.12607 	G	  7000	 0.023349 	    	15.9g	 14.890	34	0	31	5	4	6	0
350	IC 4045	195.20267 	  28.09078 	G	  6940	 0.023149 	    	14.8g	 14.941	159	2	61	11	19	11	0
351	SDSS J125954.54+274354.2	194.97726 	  27.73173 	G	  5405	 0.018030 	PHOT	22.1g	 14.966	2	0	15	1	1	4	0
352	SDSS J130048.04+280557.2	195.20019 	  28.09925 	G	  6236	 0.020800 	    	19.4g	 15.058	13	0	17	3	1	4	0
353	SDSS J125845.45+275247.8	194.68938 	  27.87994 	G	  8415	 0.028069 	    	19.01	 15.064	13	0	3	2	1	0	0
354	ABELL 1656:[EF2011] 2580	195.00519 	  27.73179 	G	  8034	 0.026800 	    	17.0g	 15.178	1	0	0	0	1	0	0
355	SDSS J125841.48+280243.3	194.67285 	  28.04537 	G	  5666	 0.018900 	    	19.8g	 15.196	7	0	17	2	0	4	0
356	SDSS J130040.07+274851.0	195.16698 	  27.81418 	G	  3508	 0.011700 	    	20.76	 15.211	6	0	17	2	0	4	0
357	SDSS J130001.48+274352.6	195.00622 	  27.73128 	G	  8082	 0.026960 	    	17.3V	 15.218	10	0	24	2	1	4	0
358	2MASX J12583899+2757136	194.66225 	  27.95386 	G	  6009	 0.020044 	    	17.2g	 15.329	28	0	21	5	4	2	0
359	2MASX J12592491+2744198	194.85388 	  27.73885 	G	  6062	 0.020221 	    	15.9g	 15.341	58	0	41	6	8	6	0
360	SDSS J125843.45+275306.9	194.68107 	  27.88526 	G	  8124	 0.027100 	    	20.3g	 15.348	5	0	17	2	0	4	0
361	2MASX J13000174+2743453	195.00713 	  27.72922 	GPair	  8041	 0.026822 	    	16.51	 15.349	13	0	11	1	0	2	0
362	2MASX J13004540+2750076	195.18910 	  27.83551 	G	  8765	 0.029237 	    	17.25	 15.358	33	0	42	3	4	6	0
363	2MASX J12590685+2746209	194.77853 	  27.77247 	G	  6259	 0.020878 	    	17.5g	 15.419	19	0	35	2	4	6	0
364	SDSS J125846.11+275139.0	194.69217 	  27.86086 	G	  8805	 0.029370 	    	18.2g	 15.426	15	0	11	3	2	0	0
365	SDSS J125856.37+274812.8	194.73490 	  27.80356 	G	  7864	 0.026231 	    	18.6g	 15.562	15	0	28	3	0	4	0
366	IC 3957	194.78122 	  27.76778 	G	  6336	 0.021135 	    	15.80	 15.565	121	2	52	6	11	10	0
367	SDSS J130050.99+275143.5	195.21249 	  27.86210 	G	  9324	 0.031100 	    	20.45	 15.611	6	0	17	2	0	4	0
368	SDSS J130029.92+274612.9	195.12468 	  27.77027 	G	  8336	 0.027807 	    	19.04	 15.627	12	0	30	4	1	4	0
369	2MASX J12585306+2748479	194.72106 	  27.81342 	G	  5496	 0.018333 	    	16.4g	 15.725	42	0	38	4	7	6	0
370	SDSS J130055.92+275354.6	195.23304 	  27.89850 	G	  6056	 0.020200 	    	17.46	 15.780	22	0	22	4	1	0	0
371	SDSS J130028.41+274540.4	195.11840 	  27.76125 	G	  6835	 0.022800 	    	20.01	 15.876	6	0	17	2	0	4	0
372	SDSS J130002.33+274311.0	195.00974 	  27.71974 	G	  5606	 0.018700 	    	19.90	 15.934	7	0	17	2	0	4	0
373	SDSS J125932.07+274313.6	194.88362 	  27.72047 	G	  7637	 0.025474 	    	18.89	 15.965	12	0	6	3	1	0	0
374	2MASX J13000297+2814253	195.01253 	  28.24031 	G	  7684	 0.025631 	    	16.7g	 15.966	40	0	36	6	6	6	1
375	SDSS J130045.10+274845.3	195.18794 	  27.81259 	G	  5816	 0.019400 	    	19.55	 16.128	6	0	17	2	0	4	0
376	2MASX J12585766+2747079	194.74011 	  27.78544 	G	  6894	 0.022996 	    	16.4g	 16.130	56	1	45	5	3	6	0
377	SDSS J125957.74+281447.9	194.99063 	  28.24667 	G	  6712	 0.022389 	    	14.3g	 16.144	13	0	19	2	5	4	1
378	SDSS J125919.50+274355.4	194.83129 	  27.73208 	G	 11392	 0.038000 	    	19.6g	 16.153	9	0	34	3	1	4	0
379	2MASX J13003251+2745576	195.13547 	  27.76615 	G	  6697	 0.022339 	    	16.4g	 16.168	39	0	43	4	9	6	0
380	2MASX J12585464+2747439	194.72764 	  27.79561 	G	  6471	 0.021584 	    	17.2g	 16.169	27	0	35	4	5	6	0
381	NGC 4881	194.99000 	  28.24739 	G	  6740	 0.022482 	    	14.7b	 16.182	182	5	62	8	14	7	0
382	CGCG 160-079	194.94640 	  27.71030 	G	  8419	 0.028083 	    	14.6g	 16.183	71	0	25	8	10	4	0
383	SDSS J125947.14+274237.1	194.94644 	  27.71031 	G	  8439	 0.028149 	    	14.6g	 16.183	4	0	15	1	1	4	0
384	SDSS J125852.93+274757.2	194.72055 	  27.79924 	G	  8964	 0.029900 	    	20.42	 16.300	8	0	17	2	0	4	0
385	SDSS J125834.48+280035.2	194.64370 	  28.00979 	G	  6356	 0.021200 	    	20.02	 16.326	7	0	17	2	0	4	0
386	SDSS J125951.78+281511.8	194.96579 	  28.25329 	G	  8694	 0.029000 	    	20.16	 16.418	6	0	17	2	0	4	0
387	SDSS J125834.38+275621.7	194.64325 	  27.93936 	G	 11392	 0.038000 	    	19.45	 16.439	6	0	2	1	0	0	0
388	CGCG 160-261	195.24691 	  27.89984 	G	  6896	 0.023003 	    	15.3g	 16.457	78	0	49	7	14	7	0
389	MAPS-NGP O_323_1038033	195.05304 	  27.71969 	GPair	  4947	 0.016500 	    	18.43	 16.548	6	0	4	2	0	0	0
390	ABELL 1656:[EF2011] 5062	194.94049 	  28.25616 	G	 10388	 0.034650 	PHOT	22.7g	 16.577	1	0	0	0	1	0	0
391	SDSS J125848.72+274837.5	194.70302 	  27.81043 	G	  5928	 0.019775 	    	14.8g	 16.584	5	0	15	1	3	4	0
392	IC 3946	194.70300 	  27.81040 	G	  5865	 0.019563 	    	14.8g	 16.586	83	2	49	10	13	5	0
393	SDSS J125901.71+274543.7	194.75716 	  27.76214 	G	 11392	 0.038000 	    	23.5g	 16.597	2	0	18	1	0	3	0
394	SDSS J125944.56+281523.4	194.93567 	  28.25653 	G	  7861	 0.026222 	    	18.5g	 16.609	9	0	2	2	2	0	0
395	SDSS J130005.94+281508.7	195.02542 	  28.25194 	G	  7259	 0.024213 	    	22.7g	 16.798	19	0	7	3	0	4	0
396	SDSS J130054.76+275031.2	195.22821 	  27.84203 	G	  7082	 0.023623 	    	16.83	 16.915	34	0	32	4	3	4	0
397	IC 3947	194.71707 	  27.78506 	G	  5682	 0.018953 	    	15.4g	 17.012	100	1	48	8	11	6	0
398	SDSS J130052.72+274932.2	195.21967 	  27.82565 	G	  4966	 0.016566 	    	17.9g	 17.036	10	0	17	3	2	4	0
399	SDSS J125836.08+275222.3	194.65033 	  27.87289 	G	  7135	 0.023800 	    	18.71	 17.137	13	0	6	3	0	0	0
400	SDSS J125918.35+274256.6	194.82648 	  27.71575 	G	  6681	 0.022285 	    	17.6g	 17.156	22	0	23	4	4	4	0
401	NGC 4907	195.20335 	  28.15834 	G	  5879	 0.019610 	    	14.1g	 17.159	105	2	57	9	13	11	1
